date,Unnamed: 0,USD,AUD,CHF,NOK,GBP,NZD,CAD,SEK,EUR
2015-12-01,242,1.062855,1.451079,1.091315,9.188022,0.704882,1.592483,1.419966,9.240461,1.2329118
2015-12-07,243,1.08338,1.491373,1.082934,9.350303,0.719682,1.63059,1.460083,9.243684,1.2567208
2015-12-06,244,1.087801,1.482171,1.084647,9.270621,0.720205,1.613611,1.454125,9.236724,1.26184916
2015-12-05,245,1.088108,1.482613,1.084325,9.258914,0.720042,1.612435,1.453792,9.234237,1.26220528
2015-12-04,246,1.088108,1.482565,1.088226,9.281184,0.720042,1.612435,1.453524,9.262454,1.26220528
2016-03-20,247,1.127298,1.483769,1.092834,9.446404,0.77937,1.658972,1.468085,9.277178,1.30766568
2016-03-21,248,1.12416,1.48274,1.090883,9.448552,0.782229,1.660725,1.469934,9.252987,1.3040256
2016-03-22,249,1.12166,1.472271,1.090353,9.419134,0.789094,1.661713,1.46329,9.224201,1.3011256
2016-03-23,250,1.118369,1.484749,1.089663,9.466718,0.792137,1.66579,1.474316,9.236464,1.29730804
2016-03-24,251,1.117851,1.485387,1.09031,9.471427,0.790069,1.668926,1.477425,9.26203,1.29670716
2016-03-25,252,1.116665,1.487158,1.091358,9.501969,0.790034,1.670112,1.481183,9.269219,1.2953314
2016-03-26,253,1.116677,1.487175,1.091671,9.500789,0.790042,1.67013,1.481378,9.273101,1.29534532
2016-03-27,254,1.116237,1.486684,1.091799,9.470004,0.78995,1.669682,1.481231,9.297673,1.29483492
2016-03-28,255,1.119749,1.484254,1.091396,9.452951,0.785392,1.664547,1.477993,9.301934,1.29890884
2016-03-29,256,1.128922,1.478846,1.093462,9.49045,0.784657,1.646229,1.478884,9.27761,1.30954952
2016-03-18,257,1.127036,1.48203,1.093287,9.447335,0.778508,1.658509,1.466767,9.270195,1.30736176
2014-07-28,258,1.343811,1.428817,1.215152,8.366808,0.791322,1.572853,1.451814,9.182533,1.55882076
2016-02-24,259,1.101622,1.53137,1.090682,9.536595,0.790697,1.654724,1.510196,9.35194,1.27788152
2016-04-30,260,1.144925,1.505162,1.099436,9.230039,0.783618,1.640269,1.436891,9.201518,1.328113
2014-07-24,261,1.346272,1.429505,1.21509,8.347,0.792548,1.570208,1.44611,9.197897,1.56167552
2013-03-05,262,1.305006,1.273074,1.228667,7.447489,0.861758,1.571373,1.340787,8.343125,1.51380696
2013-03-02,263,1.302158,1.276429,1.227376,7.488462,0.866108,1.578894,1.338114,8.381523,1.51050328
2015-12-18,264,1.086764,1.514666,1.078891,9.505433,0.729709,1.615434,1.51435,9.298254,1.26064624
2013-03-08,265,1.300343,1.268686,1.234393,7.434757,0.871483,1.582395,1.33809,8.319834,1.50839788
2015-06-24,266,1.120416,1.454416,1.045294,8.77377,0.713394,1.627181,1.38681,9.224312,1.29968256
2015-06-25,267,1.120183,1.447928,1.048391,8.755937,0.711461,1.626311,1.381634,9.240615,1.29941228
2015-06-26,268,1.116848,1.458822,1.042929,8.75016,0.709205,1.631697,1.377055,9.25721,1.29554368
2015-06-27,269,1.116848,1.458822,1.042744,8.749364,0.709205,1.631697,1.376475,9.26497,1.29554368
2015-06-20,270,1.135276,1.460787,1.042453,8.781323,0.714975,1.643022,1.39222,9.216842,1.31692016
2015-06-21,271,1.136112,1.462711,1.042833,8.783401,0.715732,1.646124,1.394159,9.224652,1.31788992
2015-06-22,272,1.134088,1.467279,1.044301,8.777449,0.716707,1.652002,1.395588,9.230938,1.31554208
2015-06-23,273,1.116788,1.443253,1.039854,8.719195,0.710009,1.627695,1.375538,9.194262,1.29547408
2015-06-28,274,1.099226,1.442487,1.030726,8.685703,0.700129,1.612148,1.356902,9.209327,1.27510216
2015-06-29,275,1.122075,1.461947,1.040169,8.822733,0.713329,1.640882,1.38984,9.259232,1.301607
2012-11-14,276,1.273635,1.225823,1.204208,7.329169,0.803537,1.569738,1.276464,8.635814,1.4774166
2015-02-20,277,1.137948,1.450693,1.068883,8.573771,0.738968,1.51209,1.424836,9.536806,1.32001968
2015-02-21,278,1.138098,1.451024,1.069787,8.581406,0.73906,1.51229,1.425361,9.545564,1.32019368
2015-02-22,279,1.138532,1.451867,1.070379,8.574757,0.739768,1.512638,1.426673,9.539966,1.32069712
2015-02-23,280,1.133594,1.453075,1.074359,8.612205,0.733438,1.506486,1.424327,9.528206,1.31496904
2015-02-24,281,1.133795,1.448543,1.076866,8.599522,0.733739,1.514205,1.418295,9.534482,1.3152022
2015-02-25,282,1.136334,1.441182,1.077922,8.587527,0.731766,1.503025,1.416849,9.446714,1.31814744
2015-02-26,283,1.11955,1.435502,1.065615,8.557422,0.72662,1.487108,1.399703,9.400157,1.298678
2015-02-27,284,1.119497,1.433514,1.067131,8.566999,0.725259,1.480291,1.399267,9.33081,1.29861652
2015-02-28,285,1.119635,1.433546,1.06746,8.585392,0.725348,1.480474,1.400415,9.341221,1.2987766
2014-07-17,286,1.35242,1.447688,1.213816,8.396837,0.79127,1.561675,1.455495,9.239299,1.5688072
2014-07-16,287,1.35257,1.444365,1.213584,8.382749,0.789225,1.552168,1.452677,9.229554,1.5689812
2014-07-15,288,1.356828,1.447874,1.214377,8.418515,0.791527,1.551027,1.458731,9.245871,1.57392048
2014-07-14,289,1.362097,1.449989,1.214835,8.417725,0.797125,1.546476,1.45979,9.250265,1.58003252
2014-07-12,290,1.360763,1.448978,1.214164,8.40746,0.794785,1.544051,1.458792,9.240577,1.57848508
2014-07-11,291,1.360724,1.448949,1.213879,8.403946,0.794808,1.544089,1.458465,9.240566,1.57843984
2014-07-10,292,1.360729,1.449026,1.214519,8.397737,0.794333,1.543513,1.449909,9.231724,1.57844564
2014-04-03,293,1.371723,1.486019,1.220531,8.228196,0.826528,1.605324,1.513972,8.953826,1.59119868
2014-07-18,294,1.352464,1.439808,1.214881,8.374151,0.791507,1.556655,1.452084,9.247382,1.56885824
2016-05-08,295,1.139971,1.54623,1.10854,9.349715,0.790354,1.666613,1.473098,9.283806,1.32236636
2016-01-31,296,1.083046,1.530541,1.10823,9.405895,0.760521,1.67195,1.514084,9.297819,1.25633336
2016-01-30,297,1.083075,1.528807,1.107115,9.39541,0.760319,1.670804,1.515119,9.284908,1.256367
2016-05-01,298,1.145664,1.505703,1.098952,9.23003,0.785049,1.639644,1.438242,9.19688,1.32897024
2016-05-02,299,1.152719,1.503524,1.101706,9.252147,0.785944,1.640261,1.444758,9.195113,1.33715404
2015-05-31,300,1.097384,1.436392,1.03208,8.530266,0.717989,1.547415,1.366958,9.362579,1.27296544
2016-05-04,301,1.148835,1.539541,1.098646,9.342377,0.792278,1.668106,1.47115,9.245961,1.3326486
2016-05-07,302,1.140467,1.548078,1.108409,9.355186,0.790365,1.667716,1.471692,9.278293,1.32294172
2014-04-02,303,1.376595,1.488797,1.220254,8.23201,0.828011,1.605837,1.518687,8.923511,1.5968502
2014-08-30,304,1.313367,1.406463,1.205435,8.136107,0.791257,1.57086,1.42806,9.176312,1.52350572
2014-08-31,305,1.31331,1.407125,1.206643,8.136639,0.791607,1.571327,1.428203,9.180752,1.5234396
2014-09-23,306,1.284812,1.451772,1.207486,8.160821,0.783922,1.591658,1.420619,9.182838,1.49038192
2014-10-31,307,1.252502,1.423567,1.204586,8.446491,0.782968,1.607877,1.408928,9.254883,1.45290232
2014-10-30,308,1.261114,1.427994,1.203647,8.437212,0.788169,1.609079,1.410624,9.25628,1.46289224
2014-11-09,309,1.246395,1.441662,1.203226,8.48396,0.784836,1.604541,1.411784,9.22467,1.4458182
2015-08-08,310,1.096682,1.478185,1.078359,9.071567,0.707821,1.656006,1.440009,9.61242,1.27215112
2015-01-31,311,1.128705,1.453114,1.039377,8.740482,0.749467,1.555171,1.435403,9.349602,1.3092978
2015-08-04,312,1.088971,1.475987,1.062616,9.004876,0.699658,1.665444,1.435175,9.463651,1.26320636
2015-08-05,313,1.09015,1.482774,1.0656,8.999713,0.698775,1.673143,1.435928,9.474954,1.264574
2015-08-06,314,1.092626,1.487688,1.071284,9.042246,0.704323,1.668191,1.434073,9.544744,1.26744616
2015-08-07,315,1.096682,1.478185,1.077968,9.070069,0.707821,1.656006,1.440892,9.604253,1.27215112
2015-08-01,316,1.099087,1.504539,1.061935,8.984453,0.703587,1.667188,1.43727,9.476181,1.27494092
2015-08-02,317,1.097491,1.5013,1.060911,8.973577,0.702395,1.665119,1.436269,9.472175,1.27308956
2015-08-03,318,1.095422,1.505763,1.060947,9.017379,0.70271,1.668078,1.439331,9.470729,1.27068952
2014-12-29,319,1.215897,1.49434,1.202669,9.07429,0.783426,1.561841,1.415346,9.542092,1.41044052
2014-12-24,320,1.219984,1.504196,1.202356,9.082316,0.784321,1.578885,1.418247,9.524964,1.41518144
2014-12-25,321,1.222288,1.505571,1.203205,9.09474,0.785305,1.579439,1.420027,9.511666,1.41785408
2014-12-26,322,1.218738,1.500388,1.203197,9.094915,0.783315,1.570421,1.417198,9.556236,1.41373608
2014-12-20,323,1.222938,1.501835,1.202799,9.001017,0.782668,1.577905,1.418712,9.45359,1.41860808
2014-12-21,324,1.222253,1.501638,1.203016,9.011583,0.782181,1.578381,1.418536,9.462825,1.41781348
2014-12-22,325,1.22288,1.504659,1.203393,9.066126,0.784575,1.582465,1.421988,9.517612,1.4185408
2014-12-23,326,1.217241,1.501973,1.201248,9.036727,0.784401,1.57811,1.414568,9.485386,1.41199956
2015-05-30,327,1.096929,1.434981,1.032167,8.527133,0.717298,1.543327,1.365853,9.342975,1.27243764
2015-09-30,328,1.117157,1.595227,1.087736,9.51782,0.738616,1.748028,1.490538,9.366071,1.29590212
2016-05-03,329,1.149982,1.534309,1.097955,9.319145,0.790722,1.65996,1.45777,9.249365,1.33397912
2015-09-20,330,1.129075,1.569549,1.094053,9.217007,0.727155,1.764859,1.492793,9.324434,1.309727
2015-12-30,331,1.092567,1.501205,1.080355,9.587724,0.737682,1.597647,1.516299,9.179252,1.26737772
2015-12-31,332,1.085822,1.491844,1.085355,9.595336,0.736847,1.587063,1.506202,9.158241,1.25955352
2014-11-03,333,1.248714,1.437454,1.204825,8.479364,0.781694,1.615301,1.415768,9.260112,1.44850824
2014-11-02,334,1.251405,1.427426,1.205829,8.454297,0.783088,1.608688,1.410907,9.254265,1.4516298
2014-11-01,335,1.252477,1.423539,1.20502,8.450183,0.782946,1.607694,1.409755,9.260091,1.45287332
2014-11-07,336,1.245501,1.442442,1.20282,8.503958,0.784796,1.606436,1.41284,9.223767,1.44478116
2014-11-06,337,1.237748,1.445765,1.201581,8.497458,0.781738,1.60892,1.413873,9.187302,1.43578768
2014-11-05,338,1.248117,1.454396,1.203267,8.525053,0.781739,1.617473,1.421508,9.205911,1.44781572
2014-11-04,339,1.25491,1.434534,1.205825,8.586478,0.784164,1.602724,1.428397,9.267366,1.4556956
2014-09-28,340,1.267419,1.448052,1.206664,8.188774,0.780418,1.61188,1.414365,9.214831,1.47020604
2016-01-04,341,1.083089,1.507827,1.084913,9.611545,0.736031,1.605383,1.507564,9.192846,1.25638324
2016-01-05,342,1.075236,1.501191,1.082507,9.565098,0.73258,1.60404,1.50215,9.20661,1.24727376
2016-01-06,343,1.077923,1.524832,1.085694,9.644418,0.736759,1.623928,1.514646,9.248253,1.25039068
2016-01-07,344,1.092459,1.55709,1.089427,9.721597,0.747189,1.64852,1.54069,9.282139,1.26725244
2016-01-01,345,1.085822,1.491844,1.085355,9.595336,0.736847,1.587063,1.506202,9.158241,1.25955352
2016-01-02,346,1.085939,1.488328,1.087203,9.604919,0.735714,1.585464,1.503538,9.181855,1.25968924
2016-01-03,347,1.086615,1.490906,1.086826,9.602446,0.737241,1.587348,1.503996,9.179388,1.2604734
2015-03-30,348,1.082811,1.414293,1.04621,8.671378,0.731317,1.444708,1.371748,9.313938,1.25606076
2015-03-31,349,1.073904,1.409869,1.042036,8.640823,0.724248,1.438489,1.360729,9.260048,1.24572864
2015-04-08,350,1.07843,1.402603,1.041001,8.67576,0.724989,1.427705,1.351329,9.342449,1.2509788
2015-04-09,351,1.066405,1.385391,1.038932,8.625036,0.724719,1.410244,1.339839,9.3202,1.2370298
2015-08-09,352,1.096565,1.479584,1.078371,9.062096,0.70778,1.65863,1.440388,9.609707,1.2720154
2015-04-01,353,1.077084,1.416632,1.041776,8.64853,0.726239,1.445185,1.360687,9.317565,1.24941744
2015-04-02,354,1.087755,1.433903,1.04618,8.706737,0.733305,1.448629,1.368637,9.384682,1.2617958
2015-04-03,355,1.09517,1.434588,1.044605,8.721129,0.734099,1.442464,1.370011,9.401242,1.2703972
2015-04-04,356,1.09517,1.434588,1.043371,8.715317,0.734099,1.442464,1.368424,9.392589,1.2703972
2015-04-05,357,1.099658,1.441412,1.04671,8.71125,0.737247,1.448038,1.372351,9.385966,1.27560328
2015-04-06,358,1.093546,1.438865,1.046049,8.68449,0.734279,1.449081,1.364364,9.3595,1.26851336
2015-04-07,359,1.082195,1.415999,1.042298,8.712518,0.730216,1.442064,1.352272,9.357935,1.2553462
2014-04-05,360,1.370334,1.474914,1.222463,8.222556,0.826712,1.593929,1.505574,8.981474,1.58958744
2014-04-04,361,1.370336,1.475138,1.221359,8.219202,0.826676,1.593941,1.506073,8.970275,1.58958976
2015-01-09,362,1.18414,1.443395,1.201703,9.073765,0.781059,1.511446,1.403964,9.528696,1.3736024
2015-01-08,363,1.179073,1.452838,1.199813,9.020047,0.781701,1.508795,1.395603,9.450187,1.36772468
2015-01-07,364,1.183793,1.465723,1.199251,9.112785,0.783456,1.521217,1.398106,9.42303,1.37319988
2015-01-06,365,1.187562,1.470402,1.199835,9.175836,0.784316,1.531507,1.404896,9.419087,1.37757192
2015-01-05,366,1.193346,1.475718,1.200314,9.105298,0.782438,1.552161,1.404094,9.46205,1.38428136
2015-01-04,367,1.193658,1.476474,1.20097,9.101476,0.782042,1.553248,1.409961,9.498904,1.38464328
2014-04-09,368,1.385498,1.477117,1.220434,8.235025,0.825042,1.590053,1.509557,8.989418,1.60717768
2014-04-08,369,1.379487,1.475144,1.220801,8.250336,0.823623,1.591248,1.508675,8.975045,1.60020492
2015-01-01,370,1.2046,1.479147,1.201316,9.036507,0.775885,1.553273,1.402813,9.432315,1.397336
2014-04-16,371,1.381622,1.4748,1.217922,8.253464,0.822558,1.601782,1.52099,9.116346,1.60268152
2015-01-19,372,1.160595,1.414659,1.015386,8.832711,0.768247,1.493072,1.387129,9.437223,1.3462902
2013-05-23,373,1.29231,1.328834,1.252387,7.527752,0.855935,1.592842,1.332851,8.588924,1.4990796
2016-02-23,374,1.101964,1.531723,1.093356,9.476513,0.785746,1.659899,1.518443,9.349201,1.27827824
2016-02-22,375,1.102884,1.525383,1.100066,9.478117,0.779194,1.644944,1.512691,9.360765,1.27934544
2016-02-21,376,1.112199,1.556541,1.101247,9.532394,0.777918,1.675881,1.532589,9.404863,1.29015084
2016-02-20,377,1.113074,1.556912,1.102612,9.530999,0.772672,1.678105,1.532379,9.403593,1.29116584
2016-02-27,378,1.093244,1.534109,1.088793,9.486577,0.788032,1.648799,1.477828,9.351709,1.26816304
2016-02-26,379,1.093244,1.533963,1.088347,9.491204,0.78811,1.648799,1.480632,9.348677,1.26816304
2016-02-25,380,1.102368,1.524445,1.091955,9.513309,0.789622,1.639252,1.498122,9.372495,1.27874688
2014-07-29,381,1.341047,1.428849,1.215471,8.373685,0.79144,1.575561,1.454081,9.181739,1.55561452
2014-07-26,382,1.342994,1.42928,1.214784,8.349803,0.791117,1.569932,1.451082,9.158526,1.55787304
2016-02-29,383,1.087994,1.523671,1.085628,9.459573,0.781493,1.649359,1.472398,9.313842,1.26207304
2014-07-25,384,1.343117,1.429452,1.214717,8.349397,0.791214,1.570075,1.450367,9.164338,1.55801572
2014-07-22,385,1.346693,1.433745,1.213932,8.338509,0.789077,1.553185,1.446245,9.221495,1.56216388
2014-07-23,386,1.346009,1.426164,1.214118,8.344288,0.790014,1.563592,1.444588,9.210986,1.56137044
2014-07-20,387,1.359298,1.452366,1.217024,8.349405,0.800959,1.56924,1.467136,9.294946,1.57678568
2014-07-21,388,1.352322,1.443332,1.214607,8.378672,0.79206,1.556882,1.452172,9.260024,1.56869352
2014-06-17,389,1.354696,1.450843,1.218217,8.125725,0.798654,1.564908,1.471228,8.993363,1.57144736
2014-06-10,390,1.35456,1.445466,1.21699,8.093732,0.808498,1.588739,1.477464,9.056993,1.5712896
2014-06-11,391,1.35333,1.442808,1.217414,8.115994,0.806042,1.572038,1.471883,9.062566,1.5698628
2014-06-12,392,1.35505,1.437967,1.217782,8.117651,0.800323,1.560771,1.471869,9.064088,1.571858
2014-06-18,393,1.358203,1.447145,1.218069,8.16112,0.800026,1.559078,1.472626,9.022562,1.57551548
2015-11-30,394,1.056952,1.462186,1.087396,9.190342,0.701786,1.604812,1.411613,9.221347,1.22606432
2015-03-19,395,1.066382,1.393973,1.057836,8.676324,0.722711,1.437632,1.356628,9.256533,1.23700312
2014-09-30,396,1.262907,1.443967,1.205231,8.124886,0.77888,1.617082,1.413328,9.122421,1.46497212
2014-05-13,397,1.370377,1.464074,1.218977,8.114063,0.814296,1.586859,1.494444,8.979196,1.58963732
2014-05-12,398,1.375773,1.469672,1.220977,8.142606,0.815575,1.595563,1.499183,9.037443,1.59589668
2014-05-15,399,1.371261,1.465389,1.221176,8.148137,0.816662,1.585427,1.492324,9.002852,1.59066276
2014-05-14,400,1.371524,1.46262,1.22006,8.125721,0.81801,1.583164,1.493864,8.992931,1.59096784
2014-05-16,401,1.369422,1.462647,1.221956,8.126424,0.814486,1.587167,1.4879,8.989753,1.58852952
2014-04-18,402,1.381378,1.480736,1.219629,8.268259,0.822659,1.610018,1.522228,9.115561,1.60239848
2015-10-29,403,1.09884,1.551732,1.086259,9.391757,0.717363,1.641553,1.447843,9.354628,1.2746544
2015-10-28,404,1.092694,1.538625,1.083554,9.324276,0.715643,1.633815,1.442003,9.328273,1.26752504
2015-10-27,405,1.104279,1.533428,1.088116,9.322283,0.721319,1.631383,1.462621,9.392486,1.28096364
2015-10-26,406,1.105631,1.526297,1.085787,9.223377,0.720361,1.63157,1.455154,9.40312,1.28253196
2015-10-25,407,1.10161,1.526142,1.078253,9.244103,0.719263,1.631425,1.450656,9.367867,1.2778676
2015-10-24,408,1.10179,1.526127,1.072209,9.227262,0.719528,1.631636,1.449375,9.361893,1.2780764
2015-10-23,409,1.10179,1.526127,1.069853,9.202394,0.719528,1.631636,1.449607,9.337072,1.2780764
2015-10-22,410,1.110604,1.538794,1.076962,9.177329,0.721578,1.636207,1.453001,9.356045,1.28830064
2015-10-21,411,1.134035,1.572041,1.086784,9.270687,0.735506,1.688291,1.486686,9.435872,1.3154806
2015-10-20,412,1.13507,1.562835,1.085086,9.216786,0.734854,1.681197,1.473183,9.421667,1.3166812
2014-11-30,413,1.244972,1.468183,1.203193,8.753928,0.795932,1.591165,1.422585,9.267299,1.44416752
2015-07-27,414,1.108842,1.524756,1.066998,9.07026,0.7127,1.678814,1.4458,9.456654,1.28625672
2015-07-26,415,1.097718,1.508733,1.056711,9.007412,0.707508,1.669255,1.43191,9.432439,1.27335288
2015-07-25,416,1.097762,1.507204,1.056601,9.007263,0.70773,1.669046,1.432248,9.423424,1.27340392
2015-07-24,417,1.097762,1.507204,1.055963,9.000187,0.70773,1.669046,1.431624,9.422682,1.27340392
2015-07-23,418,1.098532,1.493126,1.054319,8.972395,0.707986,1.661438,1.430552,9.413057,1.27429712
2015-07-22,419,1.092982,1.478511,1.049316,8.916558,0.700651,1.646152,1.421388,9.392869,1.26785912
2015-07-21,420,1.093752,1.473319,1.049432,8.89088,0.703076,1.650375,1.417173,9.363512,1.26875232
2015-07-20,421,1.082762,1.468433,1.043241,8.896515,0.695719,1.648736,1.406932,9.341588,1.25600392
2015-07-29,422,1.098515,1.505169,1.06175,8.959483,0.704001,1.651163,1.423624,9.469556,1.2742774
2015-07-28,423,1.106214,1.506362,1.063727,9.032213,0.708537,1.645875,1.432274,9.466415,1.28320824
2016-03-31,424,1.13801,1.484583,1.094904,9.430356,0.791998,1.644686,1.478456,9.255159,1.3200916
2016-03-30,425,1.13324,1.47797,1.09565,9.44617,0.788262,1.639703,1.473958,9.248118,1.3145584
2016-04-29,426,1.144925,1.505162,1.100848,9.241333,0.783618,1.640269,1.437658,9.209218,1.328113
2016-04-28,427,1.135199,1.488645,1.098829,9.243932,0.777141,1.630705,1.426191,9.170078,1.31683084
2016-04-21,428,1.128806,1.458626,1.098091,9.24343,0.788393,1.632915,1.435604,9.179332,1.30941496
2016-04-20,429,1.130046,1.44963,1.095924,9.1839,0.788304,1.619746,1.431653,9.176058,1.31085336
2016-04-23,430,1.122473,1.455024,1.098116,9.238518,0.779159,1.638225,1.423134,9.153811,1.30206868
2016-04-22,431,1.122473,1.455024,1.097142,9.22395,0.779159,1.638225,1.42243,9.150561,1.30206868
2016-04-25,432,1.126758,1.460778,1.099401,9.252153,0.778133,1.642479,1.428543,9.177084,1.30703928
2016-04-24,433,1.122968,1.457041,1.098876,9.248604,0.777301,1.636093,1.422251,9.158707,1.30264288
2016-04-27,434,1.132738,1.490368,1.100651,9.239232,0.779207,1.636973,1.427582,9.169687,1.31397608
2016-04-26,435,1.129806,1.45839,1.100601,9.232686,0.775076,1.637491,1.425985,9.179594,1.31057496
2015-06-30,436,1.113756,1.446575,1.041923,8.763796,0.7095,1.642598,1.38773,9.246866,1.29195696
2016-03-19,437,1.126974,1.48182,1.092126,9.431625,0.778567,1.657721,1.465504,9.269515,1.30728984
2016-02-08,438,1.119868,1.580871,1.106196,9.605213,0.775999,1.690863,1.559674,9.455991,1.29904688
2015-12-27,439,1.097155,1.507304,1.082839,9.504181,0.735044,1.604314,1.517636,9.221215,1.2726998
2016-03-09,440,1.099918,1.471115,1.096428,9.37657,0.773795,1.655551,1.459447,9.29798,1.27590488
2015-12-29,441,1.092573,1.498108,1.083397,9.500844,0.737313,1.590767,1.512685,9.156025,1.26738468
2016-03-07,442,1.101474,1.474934,1.095912,9.356469,0.772199,1.621163,1.464031,9.338167,1.27770984
2016-02-07,443,1.115216,1.576339,1.106233,9.549602,0.769234,1.683869,1.550148,9.438142,1.29365056
2015-05-29,444,1.096929,1.434981,1.033344,8.527626,0.717298,1.543327,1.366352,9.343655,1.27243764
2015-05-28,445,1.096685,1.432314,1.035738,8.537996,0.715905,1.527519,1.363194,9.280984,1.2721546
2015-10-14,446,1.147406,1.571127,1.091954,9.284045,0.741351,1.687221,1.48557,9.318825,1.33099096
2015-10-15,447,1.137731,1.552496,1.083,9.222108,0.735299,1.663263,1.466842,9.343141,1.31976796
2015-10-12,448,1.135548,1.543322,1.093083,9.192721,0.740131,1.69146,1.475054,9.297012,1.31723568
2015-10-13,449,1.138361,1.577533,1.091081,9.261242,0.746061,1.714154,1.480829,9.274677,1.32049876
2015-10-10,450,1.135896,1.548725,1.092743,9.183701,0.741492,1.697663,1.470972,9.315292,1.31763936
2015-10-11,451,1.136377,1.55304,1.092642,9.184961,0.741786,1.700523,1.471231,9.321549,1.31819732
2015-05-21,452,1.11084,1.407042,1.040867,8.403568,0.709354,1.511394,1.355833,9.267952,1.2885744
2015-05-20,453,1.109344,1.40914,1.038133,8.377523,0.713981,1.518938,1.353502,9.249892,1.28683904
2016-05-15,454,1.130411,1.557518,1.102457,9.267552,0.787354,1.67109,1.463768,9.320875,1.31127676
2015-05-22,455,1.101228,1.406385,1.037257,8.40221,0.710979,1.506399,1.35063,9.224234,1.27742448
2015-05-25,456,1.09788,1.402564,1.037176,8.394687,0.709551,1.50135,1.350968,9.233352,1.2735408
2015-05-24,457,1.099933,1.405868,1.037504,8.408228,0.710477,1.504926,1.351637,9.233748,1.27592228
2015-05-27,458,1.090088,1.410124,1.035112,8.456658,0.710141,1.501739,1.355751,9.261356,1.26450208
2015-10-19,459,1.132928,1.562888,1.082619,9.208574,0.732475,1.667337,1.472368,9.406637,1.31419648
2014-08-22,460,1.324223,1.421358,1.209867,8.167659,0.799043,1.575309,1.449792,9.152923,1.53609868
2014-08-21,461,1.328071,1.427483,1.210349,8.171022,0.80106,1.580672,1.453426,9.151072,1.54056236
2014-08-20,462,1.325905,1.42805,1.209651,8.201186,0.798905,1.584103,1.452645,9.150925,1.5380498
2014-08-27,463,1.319322,1.413209,1.207217,8.151095,0.796004,1.57554,1.436281,9.164469,1.53041352
2014-08-26,464,1.316781,1.414104,1.207691,8.138167,0.79594,1.579337,1.442582,9.155524,1.52746596
2015-01-30,465,1.128705,1.453171,1.037555,8.745603,0.749467,1.555171,1.432944,9.35049,1.3092978
2014-08-24,466,1.319221,1.419121,1.209203,8.151577,0.797354,1.579845,1.446126,9.151526,1.53029636
2014-08-29,467,1.313418,1.4065,1.205081,8.135118,0.791307,1.570898,1.428146,9.173722,1.52356488
2014-08-28,468,1.318166,1.408767,1.206661,8.144112,0.794801,1.572938,1.432759,9.18149,1.52907256
2014-10-01,469,1.261914,1.444654,1.206307,8.134128,0.779637,1.622125,1.40895,9.115971,1.46382024
2014-10-02,470,1.267024,1.440148,1.209221,8.165798,0.784503,1.604145,1.4147,9.105959,1.46974784
2016-02-19,471,1.11308,1.5577,1.102774,9.526268,0.773428,1.678114,1.530801,9.411431,1.2911728
2014-10-04,472,1.251414,1.442518,1.208695,8.155278,0.783602,1.611173,1.406342,9.094559,1.45164024
2014-10-05,473,1.251077,1.444283,1.210922,8.168132,0.783764,1.617203,1.408384,9.106529,1.45124932
2014-10-06,474,1.265344,1.443831,1.214987,8.207068,0.786862,1.614538,1.41221,9.109842,1.46779904
2014-10-07,475,1.266554,1.438091,1.214173,8.196239,0.786849,1.61869,1.414917,9.120841,1.46920264
2014-10-08,476,1.273052,1.441124,1.214234,8.209828,0.787893,1.612517,1.415819,9.130474,1.47674032
2014-10-09,477,1.268731,1.447001,1.211714,8.214653,0.787131,1.614029,1.418778,9.160062,1.47172796
2016-02-10,478,1.128096,1.589867,1.100131,9.630105,0.776321,1.689568,1.570644,9.467983,1.30859136
2016-02-11,479,1.131871,1.590116,1.100952,9.692964,0.781606,1.682814,1.575204,9.491518,1.31297036
2016-02-16,480,1.114273,1.567105,1.100318,9.61077,0.779035,1.694557,1.544934,9.466653,1.29255668
2016-02-17,481,1.112629,1.550249,1.103314,9.523974,0.778598,1.676989,1.524799,9.468556,1.29064964
2016-02-14,482,1.124639,1.582498,1.099412,9.659256,0.77542,1.697372,1.558449,9.464601,1.30458124
